"X"	"Y"	"queClase"	"clases"
-12.9	0	3	"(-13.5,-12.8]"
5.47	1	28	"(5.25,6]"
-15	0	1	"[-15,-14.2]"
13.7	1	39	"(13.5,14.2]"
7.22	1	30	"(6.75,7.5]"
6.79	1	30	"(6.75,7.5]"
-13.1	0	3	"(-13.5,-12.8]"
3.56	0	25	"(3,3.75]"
1.26	0	22	"(0.75,1.5]"
-4.88	0	14	"(-5.25,-4.5]"
10.5	1	34	"(9.75,10.5]"
8.41	1	32	"(8.25,9]"
-5.77	0	13	"(-6,-5.25]"
8.56	1	32	"(8.25,9]"
-4.62	0	14	"(-5.25,-4.5]"
-3.3	1	16	"(-3.75,-3]"
-13.2	0	3	"(-13.5,-12.8]"
11.4	1	36	"(11.2,12]"
11.4	1	36	"(11.2,12]"
14.3	1	40	"(14.2,15]"
-4.03	0	15	"(-4.5,-3.75]"
-5.16	0	14	"(-5.25,-4.5]"
3.37	0	25	"(3,3.75]"
8.26	1	32	"(8.25,9]"
10.7	1	35	"(10.5,11.2]"
-4.08	0	15	"(-4.5,-3.75]"
-8.96	0	9	"(-9,-8.25]"
-8.87	0	9	"(-9,-8.25]"
-3.03	0	16	"(-3.75,-3]"
2.74	1	24	"(2.25,3]"
7.89	1	31	"(7.5,8.25]"
10.4	1	34	"(9.75,10.5]"
-0.272	1	20	"(-0.75,0]"
14.9	1	40	"(14.2,15]"
-5.06	1	14	"(-5.25,-4.5]"
-2.79	0	17	"(-3,-2.25]"
-8.46	0	9	"(-9,-8.25]"
10.4	1	34	"(9.75,10.5]"
14.1	1	39	"(13.5,14.2]"
13.1	1	38	"(12.8,13.5]"
-12.7	0	4	"(-12.8,-12]"
-7.61	0	10	"(-8.25,-7.5]"
14.3	1	40	"(14.2,15]"
9.45	1	33	"(9,9.75]"
-14.2	0	2	"(-14.2,-13.5]"
-11.4	0	5	"(-12,-11.2]"
3.11	1	25	"(3,3.75]"
-9.89	0	7	"(-10.5,-9.75]"
-11.3	0	5	"(-12,-11.2]"
6.74	1	29	"(6,6.75]"
10.8	1	35	"(10.5,11.2]"
-2.72	0	17	"(-3,-2.25]"
7.3	1	30	"(6.75,7.5]"
-14.4	0	1	"[-15,-14.2]"
-4.71	0	14	"(-5.25,-4.5]"
-12.8	0	3	"(-13.5,-12.8]"
-11.4	0	5	"(-12,-11.2]"
6.02	1	29	"(6,6.75]"
15	1	40	"(14.2,15]"
-1.76	0	18	"(-2.25,-1.5]"
9.32	1	33	"(9,9.75]"
12.1	1	37	"(12,12.8]"
-4.68	0	14	"(-5.25,-4.5]"
2.14	0	23	"(1.5,2.25]"
-10.5	0	7	"(-11.2,-10.5]"
5.85	1	28	"(5.25,6]"
-6.63	0	12	"(-6.75,-6]"
11.8	1	36	"(11.2,12]"
-15	0	1	"[-15,-14.2]"
-1.24	0	19	"(-1.5,-0.75]"
-14.7	0	1	"[-15,-14.2]"
8.34	1	32	"(8.25,9]"
-10.2	0	7	"(-10.5,-9.75]"
11	1	35	"(10.5,11.2]"
6.33	1	29	"(6,6.75]"
6.44	1	29	"(6,6.75]"
2.07	0	23	"(1.5,2.25]"
9.16	1	33	"(9,9.75]"
4.78	1	27	"(4.5,5.25]"
-0.897	1	19	"(-1.5,-0.75]"
-10.2	0	7	"(-10.5,-9.75]"
-14.2	0	2	"(-14.2,-13.5]"
4.23	0	26	"(3.75,4.5]"
-5.2	0	14	"(-5.25,-4.5]"
7.92	1	31	"(7.5,8.25]"
1.19	0	22	"(0.75,1.5]"
-1.5	1	18	"(-2.25,-1.5]"
-4.19	1	15	"(-4.5,-3.75]"
-10.7	0	6	"(-11.2,-10.5]"
1.89	0	23	"(1.5,2.25]"
-6.68	0	12	"(-6.75,-6]"
9.27	1	33	"(9,9.75]"
-12.7	0	4	"(-12.8,-12]"
4.18	0	26	"(3.75,4.5]"
10.6	1	35	"(10.5,11.2]"
12.6	1	37	"(12,12.8]"
-7.92	0	10	"(-8.25,-7.5]"
5.36	1	28	"(5.25,6]"
-1.74	0	18	"(-2.25,-1.5]"
-1.16	0	19	"(-1.5,-0.75]"
2.85	1	24	"(2.25,3]"
12.2	1	37	"(12,12.8]"
5.75	0	28	"(5.25,6]"
-8.79	0	9	"(-9,-8.25]"
5.62	1	28	"(5.25,6]"
5.62	1	28	"(5.25,6]"
-4.99	0	14	"(-5.25,-4.5]"
4.75	1	27	"(4.5,5.25]"
6.15	1	29	"(6,6.75]"
-10.1	0	7	"(-10.5,-9.75]"
0.632	1	21	"(0,0.75]"
-4.63	0	14	"(-5.25,-4.5]"
2.38	0	24	"(2.25,3]"
14.3	1	40	"(14.2,15]"
-3.78	0	15	"(-4.5,-3.75]"
11.6	1	36	"(11.2,12]"
9.64	1	33	"(9,9.75]"
1.09	0	22	"(0.75,1.5]"
-1.66	0	18	"(-2.25,-1.5]"
5.51	1	28	"(5.25,6]"
5.28	1	28	"(5.25,6]"
-0.958	1	19	"(-1.5,-0.75]"
7.9	1	31	"(7.5,8.25]"
13.1	1	38	"(12.8,13.5]"
-7.99	0	10	"(-8.25,-7.5]"
10.3	1	34	"(9.75,10.5]"
-11.1	0	6	"(-11.2,-10.5]"
-11	0	6	"(-11.2,-10.5]"
14.5	1	40	"(14.2,15]"
5.21	0	27	"(4.5,5.25]"
-13.1	0	3	"(-13.5,-12.8]"
6.48	0	29	"(6,6.75]"
-13.2	0	3	"(-13.5,-12.8]"
-14.5	0	1	"[-15,-14.2]"
-3.83	0	15	"(-4.5,-3.75]"
-9.83	0	7	"(-10.5,-9.75]"
8.17	1	31	"(7.5,8.25]"
4.86	1	27	"(4.5,5.25]"
-8.63	0	9	"(-9,-8.25]"
6.04	0	29	"(6,6.75]"
-3.63	1	16	"(-3.75,-3]"
-15	0	1	"[-15,-14.2]"
1.73	0	23	"(1.5,2.25]"
-8.22	0	10	"(-8.25,-7.5]"
-2.28	0	17	"(-3,-2.25]"
-11.9	0	5	"(-12,-11.2]"
1.41	0	22	"(0.75,1.5]"
6.23	1	29	"(6,6.75]"
-7.87	0	10	"(-8.25,-7.5]"
6.91	1	30	"(6.75,7.5]"
8.65	1	32	"(8.25,9]"
11.5	1	36	"(11.2,12]"
-3.87	0	15	"(-4.5,-3.75]"
1.41	0	22	"(0.75,1.5]"
-9.67	0	8	"(-9.75,-9]"
-8.58	0	9	"(-9,-8.25]"
-6.92	0	11	"(-7.5,-6.75]"
-0.709	0	20	"(-0.75,0]"
-9.33	0	8	"(-9.75,-9]"
2.99	1	24	"(2.25,3]"
11.6	1	36	"(11.2,12]"
-0.712	0	20	"(-0.75,0]"
1.39	1	22	"(0.75,1.5]"
-7.3	0	11	"(-7.5,-6.75]"
-13	0	3	"(-13.5,-12.8]"
9.36	1	33	"(9,9.75]"
-6.03	0	12	"(-6.75,-6]"
-0.716	1	20	"(-0.75,0]"
11.5	1	36	"(11.2,12]"
4.96	0	27	"(4.5,5.25]"
-13.7	0	2	"(-14.2,-13.5]"
-4.4	0	15	"(-4.5,-3.75]"
-9.03	0	8	"(-9.75,-9]"
13.1	1	38	"(12.8,13.5]"
2.42	0	24	"(2.25,3]"
10.5	1	34	"(9.75,10.5]"
11.3	1	36	"(11.2,12]"
6.62	1	29	"(6,6.75]"
-13.5	0	2	"(-14.2,-13.5]"
-11.1	0	6	"(-11.2,-10.5]"
10.6	1	35	"(10.5,11.2]"
7.24	1	30	"(6.75,7.5]"
-13.9	0	2	"(-14.2,-13.5]"
5.68	1	28	"(5.25,6]"
-9.67	0	8	"(-9.75,-9]"
-10.8	0	6	"(-11.2,-10.5]"
-11.5	0	5	"(-12,-11.2]"
-7.65	0	10	"(-8.25,-7.5]"
-13.8	0	2	"(-14.2,-13.5]"
14.3	1	40	"(14.2,15]"
5.52	1	28	"(5.25,6]"
1.8	1	23	"(1.5,2.25]"
-4.56	1	14	"(-5.25,-4.5]"
14.5	1	40	"(14.2,15]"
6.34	1	29	"(6,6.75]"
-11.1	0	6	"(-11.2,-10.5]"
5.89	1	28	"(5.25,6]"
9.9	1	34	"(9.75,10.5]"
-9.11	0	8	"(-9.75,-9]"
5.34	1	28	"(5.25,6]"
11.7	1	36	"(11.2,12]"
1.86	1	23	"(1.5,2.25]"
-12.3	0	4	"(-12.8,-12]"
-4.88	1	14	"(-5.25,-4.5]"
13.1	1	38	"(12.8,13.5]"
-7.45	0	11	"(-7.5,-6.75]"
13.7	1	39	"(13.5,14.2]"
14.4	1	40	"(14.2,15]"
-14.4	0	1	"[-15,-14.2]"
6.49	1	29	"(6,6.75]"
9.63	1	33	"(9,9.75]"
10.7	1	35	"(10.5,11.2]"
-12	0	5	"(-12.8,-12]"
6.13	1	29	"(6,6.75]"
12.5	1	37	"(12,12.8]"
12.7	1	37	"(12,12.8]"
3.25	0	25	"(3,3.75]"
8.58	1	32	"(8.25,9]"
-9.91	0	7	"(-10.5,-9.75]"
-12.1	0	4	"(-12.8,-12]"
-6.12	0	12	"(-6.75,-6]"
-5.07	0	14	"(-5.25,-4.5]"
-1.22	0	19	"(-1.5,-0.75]"
2.63	0	24	"(2.25,3]"
-6.15	0	12	"(-6.75,-6]"
-0.0754	1	20	"(-0.75,0]"
10.6	1	35	"(10.5,11.2]"
-9.54	0	8	"(-9.75,-9]"
-2.37	1	17	"(-3,-2.25]"
1.71	1	23	"(1.5,2.25]"
0.787	1	22	"(0.75,1.5]"
3.14	1	25	"(3,3.75]"
-4.77	1	14	"(-5.25,-4.5]"
-1.27	0	19	"(-1.5,-0.75]"
-7.5	0	10	"(-8.25,-7.5]"
-5.75	0	13	"(-6,-5.25]"
5.16	0	27	"(4.5,5.25]"
-9.66	0	8	"(-9.75,-9]"
12.5	1	37	"(12,12.8]"
-14.4	0	1	"[-15,-14.2]"
0.234	1	21	"(0,0.75]"
7.14	1	30	"(6.75,7.5]"
-5.08	0	14	"(-5.25,-4.5]"
11.4	1	36	"(11.2,12]"
-8.39	0	9	"(-9,-8.25]"
-11	0	6	"(-11.2,-10.5]"
-12.4	0	4	"(-12.8,-12]"
7.24	1	30	"(6.75,7.5]"
-12.7	0	4	"(-12.8,-12]"
10.5	1	35	"(9.75,10.5]"
-13.8	0	2	"(-14.2,-13.5]"
5.77	1	28	"(5.25,6]"
-12.6	0	4	"(-12.8,-12]"
3.32	1	25	"(3,3.75]"
7.51	1	31	"(7.5,8.25]"
7.97	1	31	"(7.5,8.25]"
-14.7	0	1	"[-15,-14.2]"
3.19	0	25	"(3,3.75]"
-13.6	0	2	"(-14.2,-13.5]"
14.1	1	39	"(13.5,14.2]"
0.868	0	22	"(0.75,1.5]"
11.1	1	35	"(10.5,11.2]"
5.74	1	28	"(5.25,6]"
3.39	0	25	"(3,3.75]"
-12.6	0	4	"(-12.8,-12]"
-11.3	0	5	"(-12,-11.2]"
-1.25	1	19	"(-1.5,-0.75]"
-6.33	0	12	"(-6.75,-6]"
11.3	1	36	"(11.2,12]"
-5.78	0	13	"(-6,-5.25]"
-0.475	1	20	"(-0.75,0]"
10.3	1	34	"(9.75,10.5]"
3.63	1	25	"(3,3.75]"
-3.36	1	16	"(-3.75,-3]"
-3.14	0	16	"(-3.75,-3]"
7.06	1	30	"(6.75,7.5]"
12.5	1	37	"(12,12.8]"
-6.22	0	12	"(-6.75,-6]"
13.3	1	38	"(12.8,13.5]"
11.4	1	36	"(11.2,12]"
-0.264	1	20	"(-0.75,0]"
5.7	1	28	"(5.25,6]"
10.5	1	34	"(9.75,10.5]"
14	1	39	"(13.5,14.2]"
-12.8	0	3	"(-13.5,-12.8]"
-6.74	0	12	"(-6.75,-6]"
12.9	1	38	"(12.8,13.5]"
-2.14	1	18	"(-2.25,-1.5]"
-4.26	0	15	"(-4.5,-3.75]"
-2.93	0	17	"(-3,-2.25]"
-3.02	1	16	"(-3.75,-3]"
5.65	1	28	"(5.25,6]"
12.8	1	38	"(12.8,13.5]"
0.249	0	21	"(0,0.75]"
4.26	1	26	"(3.75,4.5]"
-0.962	1	19	"(-1.5,-0.75]"
-6.7	0	12	"(-6.75,-6]"
-3.95	0	15	"(-4.5,-3.75]"
-5.77	0	13	"(-6,-5.25]"
-10	0	7	"(-10.5,-9.75]"
-13.1	0	3	"(-13.5,-12.8]"
14.4	1	40	"(14.2,15]"
-9.85	0	7	"(-10.5,-9.75]"
-7.72	0	10	"(-8.25,-7.5]"
13.7	1	39	"(13.5,14.2]"
9.79	1	34	"(9.75,10.5]"
-12.1	0	4	"(-12.8,-12]"
12	1	36	"(11.2,12]"
6.83	1	30	"(6.75,7.5]"
-12.1	0	4	"(-12.8,-12]"
-2.91	0	17	"(-3,-2.25]"
-2	0	18	"(-2.25,-1.5]"
3.46	1	25	"(3,3.75]"
8.59	1	32	"(8.25,9]"
-0.445	1	20	"(-0.75,0]"
-10.4	0	7	"(-10.5,-9.75]"
13.7	1	39	"(13.5,14.2]"
-12.6	0	4	"(-12.8,-12]"
-12.8	0	3	"(-13.5,-12.8]"
4.48	0	26	"(3.75,4.5]"
4.92	1	27	"(4.5,5.25]"
-2.56	1	17	"(-3,-2.25]"
-2.93	1	17	"(-3,-2.25]"
-7.64	0	10	"(-8.25,-7.5]"
-5.11	0	14	"(-5.25,-4.5]"
-4.15	0	15	"(-4.5,-3.75]"
-11	0	6	"(-11.2,-10.5]"
13.5	1	38	"(12.8,13.5]"
3.25	1	25	"(3,3.75]"
-2.51	0	17	"(-3,-2.25]"
13.6	1	39	"(13.5,14.2]"
-3.59	0	16	"(-3.75,-3]"
12	1	37	"(11.2,12]"
13.6	1	39	"(13.5,14.2]"
-8.55	0	9	"(-9,-8.25]"
1.35	1	22	"(0.75,1.5]"
-6.1	0	12	"(-6.75,-6]"
5.85	1	28	"(5.25,6]"
-5.59	0	13	"(-6,-5.25]"
7.58	1	31	"(7.5,8.25]"
5.85	1	28	"(5.25,6]"
-14.1	0	2	"(-14.2,-13.5]"
-8.89	0	9	"(-9,-8.25]"
-10.3	0	7	"(-10.5,-9.75]"
4.71	1	27	"(4.5,5.25]"
2.26	0	24	"(2.25,3]"
12.5	1	37	"(12,12.8]"
7.8	1	31	"(7.5,8.25]"
14.8	1	40	"(14.2,15]"
2.51	1	24	"(2.25,3]"
-0.978	1	19	"(-1.5,-0.75]"
-6.36	0	12	"(-6.75,-6]"
13.1	1	38	"(12.8,13.5]"
10.5	1	34	"(9.75,10.5]"
9.66	1	33	"(9,9.75]"
3.9	0	26	"(3.75,4.5]"
1.92	1	23	"(1.5,2.25]"
-14.2	0	2	"(-14.2,-13.5]"
-13.3	0	3	"(-13.5,-12.8]"
9.37	1	33	"(9,9.75]"
-0.593	0	20	"(-0.75,0]"
13	1	38	"(12.8,13.5]"
-13.4	0	3	"(-13.5,-12.8]"
-3.26	0	16	"(-3.75,-3]"
-11.4	0	5	"(-12,-11.2]"
7.77	1	31	"(7.5,8.25]"
1.29	1	22	"(0.75,1.5]"
9.01	1	33	"(9,9.75]"
7.92	1	31	"(7.5,8.25]"
-9.6	0	8	"(-9.75,-9]"
-10.8	0	6	"(-11.2,-10.5]"
-8.99	0	9	"(-9,-8.25]"
-7.12	0	11	"(-7.5,-6.75]"
-6.58	0	12	"(-6.75,-6]"
6.67	1	29	"(6,6.75]"
-8.84	0	9	"(-9,-8.25]"
-7.81	0	10	"(-8.25,-7.5]"
1.71	1	23	"(1.5,2.25]"
4.5	1	27	"(3.75,4.5]"
-14.6	0	1	"[-15,-14.2]"
-10.6	0	6	"(-11.2,-10.5]"
8.88	1	32	"(8.25,9]"
13.7	1	39	"(13.5,14.2]"
-4.41	0	15	"(-4.5,-3.75]"
-9.79	0	7	"(-10.5,-9.75]"
9.91	1	34	"(9.75,10.5]"
-0.00294	1	20	"(-0.75,0]"
-6.01	0	12	"(-6.75,-6]"
-14.7	0	1	"[-15,-14.2]"
6.31	1	29	"(6,6.75]"
1.55	1	23	"(1.5,2.25]"
7.82	1	31	"(7.5,8.25]"
1.32	1	22	"(0.75,1.5]"
2.71	1	24	"(2.25,3]"
5.16	1	27	"(4.5,5.25]"
-4.37	1	15	"(-4.5,-3.75]"
-6.7	0	12	"(-6.75,-6]"
0.28	0	21	"(0,0.75]"
1.94	1	23	"(1.5,2.25]"
-4.66	1	14	"(-5.25,-4.5]"
9.93	1	34	"(9.75,10.5]"
-14.2	0	2	"(-14.2,-13.5]"
9.54	1	33	"(9,9.75]"
-4.36	0	15	"(-4.5,-3.75]"
-12.4	0	4	"(-12.8,-12]"
0.804	1	22	"(0.75,1.5]"
10.6	1	35	"(10.5,11.2]"
12.4	1	37	"(12,12.8]"
5.89	1	28	"(5.25,6]"
-14.9	0	1	"[-15,-14.2]"
1.65	1	23	"(1.5,2.25]"
-8.78	0	9	"(-9,-8.25]"
-9.78	0	7	"(-10.5,-9.75]"
11.1	1	35	"(10.5,11.2]"
-1.36	0	19	"(-1.5,-0.75]"
-9.66	0	8	"(-9.75,-9]"
-12.2	0	4	"(-12.8,-12]"
-5.43	0	13	"(-6,-5.25]"
12	1	36	"(11.2,12]"
-8.1	0	10	"(-8.25,-7.5]"
14.9	1	40	"(14.2,15]"
-5.24	0	14	"(-5.25,-4.5]"
4.18	1	26	"(3.75,4.5]"
-13.4	0	3	"(-13.5,-12.8]"
-7.54	0	10	"(-8.25,-7.5]"
10.8	1	35	"(10.5,11.2]"
8.41	1	32	"(8.25,9]"
0.117	0	21	"(0,0.75]"
2.94	1	24	"(2.25,3]"
-1.9	1	18	"(-2.25,-1.5]"
-7.59	0	10	"(-8.25,-7.5]"
-5.05	0	14	"(-5.25,-4.5]"
-12	0	5	"(-12.8,-12]"
4.76	0	27	"(4.5,5.25]"
10	1	34	"(9.75,10.5]"
-11.6	0	5	"(-12,-11.2]"
-12.9	0	3	"(-13.5,-12.8]"
-1.13	0	19	"(-1.5,-0.75]"
-8.68	0	9	"(-9,-8.25]"
7.91	1	31	"(7.5,8.25]"
2.25	0	24	"(1.5,2.25]"
11.8	1	36	"(11.2,12]"
-5.17	1	14	"(-5.25,-4.5]"
-6.21	0	12	"(-6.75,-6]"
-0.865	0	19	"(-1.5,-0.75]"
12.6	1	37	"(12,12.8]"
-11.4	0	5	"(-12,-11.2]"
7.67	1	31	"(7.5,8.25]"
0.896	0	22	"(0.75,1.5]"
14.7	1	40	"(14.2,15]"
-6.55	0	12	"(-6.75,-6]"
13.2	1	38	"(12.8,13.5]"
-6.75	0	12	"(-7.5,-6.75]"
5.37	0	28	"(5.25,6]"
-3.4	0	16	"(-3.75,-3]"
9.75	1	34	"(9,9.75]"
3.91	1	26	"(3.75,4.5]"
0.463	0	21	"(0,0.75]"
13.6	1	39	"(13.5,14.2]"
-10	0	7	"(-10.5,-9.75]"
-6.88	0	11	"(-7.5,-6.75]"
-1.61	0	18	"(-2.25,-1.5]"
11	1	35	"(10.5,11.2]"
-2.86	1	17	"(-3,-2.25]"
-0.674	0	20	"(-0.75,0]"
11.2	1	35	"(10.5,11.2]"
4.47	0	26	"(3.75,4.5]"
14.9	1	40	"(14.2,15]"
-3.89	0	15	"(-4.5,-3.75]"
-3.5	1	16	"(-3.75,-3]"
4.33	0	26	"(3.75,4.5]"
7.91	1	31	"(7.5,8.25]"
-10.1	0	7	"(-10.5,-9.75]"
3.45	0	25	"(3,3.75]"
-1.19	1	19	"(-1.5,-0.75]"
2.76	1	24	"(2.25,3]"
4.14	0	26	"(3.75,4.5]"
-5.3	0	13	"(-6,-5.25]"
-3.06	0	16	"(-3.75,-3]"
12.1	1	37	"(12,12.8]"
9.33	1	33	"(9,9.75]"
11.8	1	36	"(11.2,12]"
-11.2	0	6	"(-11.2,-10.5]"
-9.33	0	8	"(-9.75,-9]"
10.2	1	34	"(9.75,10.5]"
9.19	1	33	"(9,9.75]"
7.08	1	30	"(6.75,7.5]"
-2.57	0	17	"(-3,-2.25]"
-3.75	0	15	"(-4.5,-3.75]"
-2.21	1	18	"(-2.25,-1.5]"
-10.6	0	6	"(-11.2,-10.5]"
2.28	1	24	"(2.25,3]"
5.24	1	27	"(4.5,5.25]"
1.14	0	22	"(0.75,1.5]"
0.516	0	21	"(0,0.75]"
-11.8	0	5	"(-12,-11.2]"
-14.8	0	1	"[-15,-14.2]"
-9.15	0	8	"(-9.75,-9]"
8.93	1	32	"(8.25,9]"
12.9	1	38	"(12.8,13.5]"
-1.61	0	18	"(-2.25,-1.5]"
1.36	0	22	"(0.75,1.5]"
12.5	1	37	"(12,12.8]"
-0.967	0	19	"(-1.5,-0.75]"
-7.23	0	11	"(-7.5,-6.75]"
-10	0	7	"(-10.5,-9.75]"
2.45	1	24	"(2.25,3]"
6.33	1	29	"(6,6.75]"
6.01	1	29	"(6,6.75]"
5.18	0	27	"(4.5,5.25]"
-2.21	0	18	"(-2.25,-1.5]"
-2.85	0	17	"(-3,-2.25]"
-6.18	0	12	"(-6.75,-6]"
-12.9	0	3	"(-13.5,-12.8]"
3.24	1	25	"(3,3.75]"
-2.24	0	18	"(-2.25,-1.5]"
-3.72	0	16	"(-3.75,-3]"
-13.3	0	3	"(-13.5,-12.8]"
3.54	0	25	"(3,3.75]"
-13.6	0	2	"(-14.2,-13.5]"
2.24	1	23	"(1.5,2.25]"
-4.76	0	14	"(-5.25,-4.5]"
2.01	1	23	"(1.5,2.25]"
5.27	1	28	"(5.25,6]"
-14.7	0	1	"[-15,-14.2]"
-2.17	1	18	"(-2.25,-1.5]"
1.82	1	23	"(1.5,2.25]"
6.96	1	30	"(6.75,7.5]"
13.7	1	39	"(13.5,14.2]"
0.873	0	22	"(0.75,1.5]"
0.428	0	21	"(0,0.75]"
-9.76	0	7	"(-10.5,-9.75]"
13.8	1	39	"(13.5,14.2]"
-9.33	0	8	"(-9.75,-9]"
-8.31	0	9	"(-9,-8.25]"
0.336	1	21	"(0,0.75]"
9.33	1	33	"(9,9.75]"
10.2	1	34	"(9.75,10.5]"
13.6	1	39	"(13.5,14.2]"
2.61	0	24	"(2.25,3]"
-9.54	0	8	"(-9.75,-9]"
-12	0	4	"(-12.8,-12]"
-8.92	0	9	"(-9,-8.25]"
-14.7	0	1	"[-15,-14.2]"
-5.9	0	13	"(-6,-5.25]"
0.0501	0	21	"(0,0.75]"
2.8	1	24	"(2.25,3]"
-7.19	0	11	"(-7.5,-6.75]"
-14	0	2	"(-14.2,-13.5]"
4.41	1	26	"(3.75,4.5]"
-8.26	0	9	"(-9,-8.25]"
9.25	1	33	"(9,9.75]"
9.06	1	33	"(9,9.75]"
3.36	0	25	"(3,3.75]"
-4.75	0	14	"(-5.25,-4.5]"
9.01	1	33	"(9,9.75]"
-0.364	0	20	"(-0.75,0]"
2.01	0	23	"(1.5,2.25]"
10.4	1	34	"(9.75,10.5]"
-13.6	0	2	"(-14.2,-13.5]"
7.92	1	31	"(7.5,8.25]"
11.3	1	36	"(11.2,12]"
-11.9	0	5	"(-12,-11.2]"
-10.2	0	7	"(-10.5,-9.75]"
10.8	1	35	"(10.5,11.2]"
8.37	1	32	"(8.25,9]"
-4.12	0	15	"(-4.5,-3.75]"
14.8	1	40	"(14.2,15]"
15	1	40	"(14.2,15]"
3.1	1	25	"(3,3.75]"
-6.67	0	12	"(-6.75,-6]"
-11.3	0	5	"(-12,-11.2]"
-1.2	1	19	"(-1.5,-0.75]"
-0.139	0	20	"(-0.75,0]"
-7.86	0	10	"(-8.25,-7.5]"
-9.41	0	8	"(-9.75,-9]"
-3.62	1	16	"(-3.75,-3]"
-2.43	1	17	"(-3,-2.25]"
-3.95	1	15	"(-4.5,-3.75]"
7.86	1	31	"(7.5,8.25]"
-3.6	0	16	"(-3.75,-3]"
-3.86	0	15	"(-4.5,-3.75]"
-11.8	0	5	"(-12,-11.2]"
-0.165	1	20	"(-0.75,0]"
10	1	34	"(9.75,10.5]"
-9.36	0	8	"(-9.75,-9]"
8.5	1	32	"(8.25,9]"
5.18	1	27	"(4.5,5.25]"
-11.5	0	5	"(-12,-11.2]"
-0.518	0	20	"(-0.75,0]"
1.33	0	22	"(0.75,1.5]"
12.9	1	38	"(12.8,13.5]"
-7.58	0	10	"(-8.25,-7.5]"
12.4	1	37	"(12,12.8]"
-2.03	0	18	"(-2.25,-1.5]"
-11.4	0	5	"(-12,-11.2]"
9.23	1	33	"(9,9.75]"
-1.25	1	19	"(-1.5,-0.75]"
-6.82	0	11	"(-7.5,-6.75]"
7	1	30	"(6.75,7.5]"
7.46	1	30	"(6.75,7.5]"
-3.55	1	16	"(-3.75,-3]"
-8.95	0	9	"(-9,-8.25]"
14.1	1	39	"(13.5,14.2]"
-13.3	0	3	"(-13.5,-12.8]"
-4.43	1	15	"(-4.5,-3.75]"
-3.89	0	15	"(-4.5,-3.75]"
-8.69	0	9	"(-9,-8.25]"
7.95	1	31	"(7.5,8.25]"
1.76	0	23	"(1.5,2.25]"
10.2	1	34	"(9.75,10.5]"
3.94	1	26	"(3.75,4.5]"
-10.9	0	6	"(-11.2,-10.5]"
-4.64	0	14	"(-5.25,-4.5]"
-13.6	0	2	"(-14.2,-13.5]"
6.93	1	30	"(6.75,7.5]"
6.95	1	30	"(6.75,7.5]"
6.83	1	30	"(6.75,7.5]"
13.9	1	39	"(13.5,14.2]"
-8.04	0	10	"(-8.25,-7.5]"
8.63	1	32	"(8.25,9]"
-7.15	0	11	"(-7.5,-6.75]"
-10.3	0	7	"(-10.5,-9.75]"
12.5	1	37	"(12,12.8]"
-9.52	0	8	"(-9.75,-9]"
13.3	1	38	"(12.8,13.5]"
-6.36	0	12	"(-6.75,-6]"
5.23	1	27	"(4.5,5.25]"
2.21	0	23	"(1.5,2.25]"
-3.52	1	16	"(-3.75,-3]"
-4.37	1	15	"(-4.5,-3.75]"
0.604	0	21	"(0,0.75]"
13.4	1	38	"(12.8,13.5]"
1.18	1	22	"(0.75,1.5]"
0.83	1	22	"(0.75,1.5]"
2.76	1	24	"(2.25,3]"
2.28	0	24	"(2.25,3]"
-14.4	0	1	"[-15,-14.2]"
12	1	36	"(11.2,12]"
-9.66	0	8	"(-9.75,-9]"
10.7	1	35	"(10.5,11.2]"
2.21	0	23	"(1.5,2.25]"
-9.3	0	8	"(-9.75,-9]"
2.99	0	24	"(2.25,3]"
-8.97	0	9	"(-9,-8.25]"
9.17	1	33	"(9,9.75]"
-13.8	0	2	"(-14.2,-13.5]"
-2.07	1	18	"(-2.25,-1.5]"
5.77	1	28	"(5.25,6]"
-4.93	1	14	"(-5.25,-4.5]"
1.72	1	23	"(1.5,2.25]"
11.4	1	36	"(11.2,12]"
8.35	1	32	"(8.25,9]"
1.91	0	23	"(1.5,2.25]"
-12.5	0	4	"(-12.8,-12]"
12.2	1	37	"(12,12.8]"
-7.39	0	11	"(-7.5,-6.75]"
3.34	1	25	"(3,3.75]"
-4	1	15	"(-4.5,-3.75]"
2.57	1	24	"(2.25,3]"
11.7	1	36	"(11.2,12]"
13.3	1	38	"(12.8,13.5]"
-13.2	0	3	"(-13.5,-12.8]"
15	1	40	"(14.2,15]"
3.01	1	25	"(3,3.75]"
-10.5	0	7	"(-11.2,-10.5]"
3.48	1	25	"(3,3.75]"
1.25	1	22	"(0.75,1.5]"
0.26	1	21	"(0,0.75]"
-9.61	0	8	"(-9.75,-9]"
2.03	0	23	"(1.5,2.25]"
-11.2	0	6	"(-11.2,-10.5]"
13.2	1	38	"(12.8,13.5]"
2.17	0	23	"(1.5,2.25]"
-12.3	0	4	"(-12.8,-12]"
14.9	1	40	"(14.2,15]"
-1.29	1	19	"(-1.5,-0.75]"
12.6	1	37	"(12,12.8]"
-2.58	0	17	"(-3,-2.25]"
0.0902	1	21	"(0,0.75]"
5.97	1	28	"(5.25,6]"
-5.12	1	14	"(-5.25,-4.5]"
-10.2	0	7	"(-10.5,-9.75]"
-2.26	0	17	"(-3,-2.25]"
8.08	1	31	"(7.5,8.25]"
-3.16	0	16	"(-3.75,-3]"
